index,budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,cast,director
4253,9000000,Comedy Drama,137347,en,Closer to the Moon,9.159265,"[{""name"": ""Mandragora Movies"", ""id"": 20643}, {""name"": ""Agresywna Banda"", ""id"": 36299}, {""name"": ""Denis Friedman Productions"", ""id"": 66146}]",2013-11-29,0,112.0,Released,Closer to the Moon,6.4,Vera Farmiga Mark Strong Harry Lloyd Anton Lesser Joe Armstrong,Nae Caranfil
4257,1500000,Drama Mystery Horror Thriller,301325,de,#Horror,2.815228,"[{""name"": ""AST Studios"", ""id"": 75277}, {""name"": ""Lowland Pictures"", ""id"": 75278}]",2015-11-20,0,90.0,Released,#Horror,3.3,Taryn Manning Natasha Lyonne Chlo\u00eb Sevigny Balthazar Getty Timothy Hutton,Tara Subkoff
4259,1488423,Fantasy Animation Family,408,en,Snow White and the Seven Dwarfs,80.171283,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]",1937-12-20,184925486,83.0,Released,Snow White and the Seven Dwarfs,6.9,Adriana Caselotti Lucille La Verne Harry Stockwell Roy Atwell Pinto Colvig,David Hand
4260,1400000,Drama Foreign,44413,es,La niña santa,0.6848810000000001,"[{""name"": ""R&C Produzioni"", ""id"": 19385}, {""name"": ""Teodora Film"", ""id"": 65361}, {""name"": ""La Pasionaria S.r.l."", ""id"": 67703}]",2004-05-06,0,106.0,Released,The Holy Girl,6.8,Mar\u00eda Alch\u00e9 Mercedes Mor\u00e1n Carlos Belloso Alejandro Urdapilleta M\u00eda Maestro,Lucrecia Martel
4261,1455000,Western,39209,en,Shalako,3.598457,"[{""name"": ""Central Cinema Company Film"", ""id"": 1787}, {""name"": ""Palomar Pictures International"", ""id"": 12146}, {""name"": ""Kingston Film Productions Ltd."", ""id"": 12147}]",1968-11-06,2620000,113.0,Released,Shalako,5.4,Sean Connery Brigitte Bardot Jack Hawkins Stephen Boyd Peter van Eyck,Edward Dmytryk
4263,2000000,Drama,394047,en,The Dog Lover,1.193219,"[{""name"": ""ESX Productions"", ""id"": 37081}, {""name"": ""ESX Entertainment"", ""id"": 79279}]",2016-07-08,0,101.0,Released,The Dog Lover,5.3,Allison Paige James Remar Lea Thompson Jayson Blair Sherry Stringfield,Alex Ranarivelo
4264,3150000,Horror Thriller,312791,en,GirlHouse,8.039223,"[{""name"": ""Brookstreet Pictures"", ""id"": 3160}]",2014-10-16,0,100.0,Released,GirlHouse,5.2,Ali Cobrin Erin Agostino James Thomas Alice Hunter Alyson Bath,Jon Knautz
4267,1377800,Family Adventure Comedy Science Fiction Crime,2661,en,Batman,9.815394,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""William Dozier Productions"", ""id"": 1188}, {""name"": ""Greenlawn Productions"", ""id"": 1189}]",1966-07-30,0,105.0,Released,Batman,6.1,Adam West Burt Ward Lee Meriwether Cesar Romero Burgess Meredith,Leslie H. Martinson
4268,1350000,Comedy Crime,100,en,"Lock, Stock and Two Smoking Barrels",16.032594,"[{""name"": ""Handmade Films Ltd."", ""id"": 146}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]",1998-03-05,3897569,105.0,Released,"Lock, Stock and Two Smoking Barrels",7.5,Jason Flemyng Dexter Fletcher Nick Moran Jason Statham Vinnie Jones,Guy Ritchie
4270,1300000,Drama,309,da,Festen,10.240917,"[{""name"": ""Nordic Film"", ""id"": 156}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Nimbus Film Productions"", ""id"": 11672}]",1998-05-20,0,105.0,Released,The Celebration,7.7,Ulrich Thomsen Henning Moritzen Thomas Bo Larsen Paprika Steen Birthe Neumann,Thomas Vinterberg
4272,1300000,Drama,25784,vi,Vượt Sóng,0.0720659999999999,[],2006-02-22,639000,135.0,Released,Journey from the Fall,5.0,Ki\u1ec1u Chinh Long Nguyen Diem Lien Jayvee Mai The Hiep Khanh Doan,Ham Tran
4277,1000000,Action Comedy,19187,en,The Hebrew Hammer,1.600797,"[{""name"": ""ContentFilm"", ""id"": 1420}, {""name"": ""Comedy Central Films"", ""id"": 7480}]",2003-01-01,0,85.0,Released,The Hebrew Hammer,5.9,Adam Goldberg Judy Greer Andy Dick Mario Van Peebles,Jonathan Kesselman
4281,1288000,Drama Mystery,223,en,Rebecca,18.426825,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]",1940-04-12,6000000,130.0,Released,Rebecca,7.7,Laurence Olivier Joan Fontaine George Sanders Judith Anderson Nigel Bruce,Alfred Hitchcock
4282,1250000,Horror Thriller,9725,en,Friday the 13th Part 2,16.517777,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Georgetown Productions, Inc."", ""id"": 7512}]",1981-05-01,21722776,87.0,Released,Friday the 13th Part 2,6.0,Amy Steel John Furey Adrienne King Kirsten Baker Betsy Palmer,Steve Miner
4283,1250000,Drama,28580,en,The Lost Weekend,6.903314,"[{""name"": ""Paramount"", ""id"": 6033}]",1945-11-25,11000000,101.0,Released,The Lost Weekend,7.4,Ray Milland Jane Wyman Phillip Terry Howard Da Silva Doris Dowling,Billy Wilder
4284,1250000,Horror Science Fiction,23730,en,C.H.U.D.,4.45544,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""C.H.U.D. Productions"", ""id"": 85889}]",1984-08-31,3412497,88.0,Released,C.H.U.D.,5.3,John Heard Daniel Stern Christopher Curry Kim Greist Laure Mattos,Douglas Cheek
4286,15000000,Adventure Animation Comedy Family,46256,en,The Lion of Judah,0.165909,"[{""name"": ""Sunrise Productions"", ""id"": 30216}, {""name"": ""Animated Family Films"", ""id"": 30217}, {""name"": ""Character Matters"", ""id"": 30218}]",2011-06-03,0,87.0,Released,The Lion of Judah,5.8,Georgina Cordova Ernest Borgnine Michael Madsen Scott Eastwood,Deryck Broom
4287,1250000,Crime Drama Thriller,19997,en,Niagara,9.903992,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1953-01-21,8500000,92.0,Released,Niagara,6.7,Marilyn Monroe Joseph Cotten Jean Peters Max Showalter Denis O'Dea,Henry Hathaway
4288,1250000,Drama,43266,en,How Green Was My Valley,7.700189999999999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1941-10-28,6000000,118.0,Released,How Green Was My Valley,6.8,Walter Pidgeon Maureen O'Hara Roddy McDowall Donald Crisp Anna Lee,John Ford
4290,1200000,Drama,1412,en,"Sex, Lies, and Videotape",10.869492,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Virgin"", ""id"": 1419}]",1989-08-18,0,100.0,Released,"Sex, Lies, and Videotape",6.7,Andie MacDowell Peter Gallagher James Spader Laura San Giacomo Ron Vawter,Steven Soderbergh
4291,1200000,Horror Mystery Crime,176,en,Saw,63.655973,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}, {""name"": ""Saw Productions Inc."", ""id"": 55405}]",2004-10-01,103911669,103.0,Released,Saw,7.2,Cary Elwes Danny Glover Monica Potter Michael Emerson Ken Leung,James Wan
4292,3000000,Comedy Crime Mystery,39939,en,Super Troopers,16.312803,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Broken Lizard Industries"", ""id"": 2773}]",2001-01-18,18492362,100.0,Released,Super Troopers,6.6,Jay Chandrasekhar Steve Lemme Kevin Heffernan Paul Soter Geoffrey Arend,Jay Chandrasekhar
4294,1300000,Comedy Drama,215924,es,Los insólitos peces gato,1.473405,"[{""name"": ""Cine Canibal"", ""id"": 16496}]",2013-08-10,0,87.0,Released,The Amazing Catfish,5.7,Lisa Owen Ximena Ayala Sonia Franco Wendy Guill\u00e9n Andrea Baeza,Claudia Sainte-Luce
4297,1200000,Comedy Mystery Thriller,11219,en,The Trouble with Harry,6.920872999999999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfred J. Hitchcock Productions"", ""id"": 10715}]",1955-10-03,7000000,99.0,Released,The Trouble with Harry,6.9,Edmund Gwenn John Forsythe Shirley MacLaine Mildred Natwick Mildred Dunnock,Alfred Hitchcock
4299,1200000,Drama,176124,en,Home Run,3.085411,"[{""name"": ""Samuel Goldwyn"", ""id"": 261}, {""name"": ""Provident Films"", ""id"": 3291}]",2013-04-19,2861020,114.0,Released,Home Run,6.3,Scott Elrod Dorian Brown Charles Henry Wyson James Devoti Nicole Leigh,David Boyd
4300,1200000,Crime Thriller,500,en,Reservoir Dogs,66.925866,"[{""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Dog Eat Dog Productions Inc."", ""id"": 26198}]",1992-09-02,14661007,99.0,Released,Reservoir Dogs,8.0,Harvey Keitel Tim Roth Michael Madsen Chris Penn Steve Buscemi,Quentin Tarantino
4302,1200000,Western,429,it,"Il buono, il brutto, il cattivo",88.377076,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Produzioni Europee Associati (PEA)"", ""id"": 7508}, {""name"": ""Arturo Gonz\u00e1lez Producciones Cinematogr\u00e1ficas S.A."", ""id"": 42498}]",1966-12-23,6000000,161.0,Released,"The Good, the Bad and the Ugly",8.1,Eli Wallach Clint Eastwood Lee Van Cleef Aldo Giuffr\u00e8 Luigi Pistilli,Sergio Leone
4304,1250000,Drama Comedy,98369,en,Blue Like Jazz,1.6116,"[{""name"": ""Ruckus Films"", ""id"": 36108}]",2012-04-13,0,106.0,Released,Blue Like Jazz,5.8,Marshall Allman Claire Holt Tania Raymonde Justin Welborn Eric Lange,Steve Taylor
4306,900000,Documentary,89750,en,"Pink Ribbons, Inc.",0.097913,"[{""name"": ""National Film Board of Canada (NFB)"", ""id"": 17027}]",2011-09-11,25000,97.0,Released,"Pink Ribbons, Inc.",6.8,Samantha King Barbara Brenner Barbara Ehrenreich Nancy Brinker Susan Love,L\u00e9a Pool
4307,1200000,Comedy,49951,en,Certifiably Jonathan,0.047781,[],2007-03-01,0,85.0,Released,Certifiably Jonathan,0.0,Jonathan Winters Robin Williams Sarah Silverman Patricia Arquette,James David Pasternak
4308,1344000,Drama Romance,86331,fr,Q,20.422246,"[{""name"": ""Acajou Films"", ""id"": 18519}, {""name"": ""Rebel Rebel"", ""id"": 18520}, {""name"": ""Birka Holding"", ""id"": 18521}]",2011-09-14,0,103.0,Released,Desire,4.1,D\u00e9borah R\u00e9vy H\u00e9l\u00e8ne Zimmer Gowan Didi Johnny Amaro Johan Lib\u00e9reau,Laurent Bouhnik
4312,1200000,Action Adventure Drama War,43884,en,The Charge of the Light Brigade,2.968235,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1936-10-20,2736000,115.0,Released,The Charge of the Light Brigade,6.8,Errol Flynn Olivia de Havilland Patric Knowles Henry Stephenson Nigel Bruce,Michael Curtiz
4314,1200000,Unknown,137955,en,Crowsnest,0.057564,[],2012-01-01,0,84.0,Released,Crowsnest,4.8,,Unknown
4315,2600000,Action Adventure Comedy,13064,en,Airborne,8.001156,[],1993-09-17,2850263,91.0,Released,Airborne,6.1,Shane McDermott Seth Green Brittney Powell Chris Conrad Edie McClurg,Rob Bowman
4316,1200000,Action Adventure,59917,en,Cotton Comes to Harlem,1.079125,[],1970-05-27,0,97.0,Released,Cotton Comes to Harlem,6.7,Godfrey Cambridge Raymond St. Jacques Calvin Lockhart Judy Pace Redd Foxx,Ossie Davis
4319,3000000,Comedy,7553,en,Waiting...,10.230583,"[{""name"": ""L.I.F.T. Production"", ""id"": 1305}, {""name"": ""Eden Rock Media"", ""id"": 2273}]",2005-10-07,18637690,94.0,Released,Waiting...,6.2,Ryan Reynolds Anna Faris Justin Long David Koechner Luis Guzm\u00e1n,Rob McKittrick
4321,1100000,Comedy Horror,39895,en,From a Whisper to a Scream,1.220072,"[{""name"": ""Conquest Productions"", ""id"": 6087}]",1987-09-25,1400000,99.0,Released,From a Whisper to a Scream,6.8,Vincent Price Clu Gulager Terry Kiser Rosalind Cash Cameron Mitchell,Jeff Burr
4323,1596010,Horror,55616,en,Dracula: Pages from a Virgin's Diary,0.552361,"[{""name"": ""Canadian Broadcasting Corporation (CBC)"", ""id"": 12113}, {""name"": ""Dracula Productions Inc."", ""id"": 94410}, {""name"": ""Vonnie Von Helmolt Film"", ""id"": 94411}]",2002-02-28,0,75.0,Released,Dracula: Pages from a Virgin's Diary,6.9,Wei-Qiang Zhang Tara Birtwhistle David Moroni CindyMarie Small Johnny A. Wright,Guy Maddin
4325,1100000,Fantasy Science Fiction Horror,50037,en,Beyond the Black Rainbow,7.717237,"[{""name"": ""Chromewood Productions"", ""id"": 28001}]",2010-12-03,0,110.0,Released,Beyond the Black Rainbow,5.7,Michael Rogers Scott Hylands Marilyn Norry Eva Allan Rondel Reynoldson,Panos Cosmatos
4326,1100000,Action Thriller Crime,94329,id,Serbuan maut,40.285095,"[{""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Pt. Merantau Films"", ""id"": 12141}, {""name"": ""XYZ Films"", ""id"": 12142}]",2011-09-08,4105187,101.0,Released,The Raid,7.3,Iko Uwais Joe Taslim Donny Alamsyah Yayan Ruhian Ray Sahetapy,Gareth Evans
4329,878000,Drama Romance,289,en,Casablanca,43.729123,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1942-11-26,10462500,102.0,Released,Casablanca,7.9,Humphrey Bogart Ingrid Bergman Paul Henreid Claude Rains Conrad Veidt,Michael Curtiz
4331,1250000,Drama Comedy Romance,26815,hi,Rocket Singh: Salesman of the Year,3.000435,"[{""name"": ""Yash Raj Films"", ""id"": 1569}]",2009-12-11,0,156.0,Released,Rocket Singh: Salesman of the Year,7.0,Ranbir Kapoor Sumeet Darshan Dobhal Gauhar Khan Shazahn Padamsee Prem Chopra,Shimit Amin
4332,1000000,Adventure Drama Science Fiction,811,en,Silent Running,11.095414,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Trumbull/Gruskoff Productions"", ""id"": 23276}]",1972-03-09,0,89.0,Released,Silent Running,6.3,Bruce Dern Cliff Potts Ron Rifkin Jesse Vint Steven Brown,Douglas Trumbull
4333,1000000,Drama,1366,en,Rocky,72.19808,"[{""name"": ""United Artists"", ""id"": 60}]",1976-11-21,117235147,119.0,Released,Rocky,7.5,Sylvester Stallone Talia Shire Burt Young Carl Weathers Burgess Meredith,John G. Avildsen
4335,1000000,Adventure Comedy History Romance,5769,en,Tom Jones,2.833166,"[{""name"": ""Woodfall Film Productions"", ""id"": 1980}]",1963-10-06,37600000,128.0,Released,Tom Jones,6.1,Albert Finney Susannah York Hugh Griffith Edith Evans Joan Greenwood,Tony Richardson
4336,1000000,Horror Thriller,277685,en,Unfriended,41.972328999999995,"[{""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Blumhouse Productions"", ""id"": 3172}]",2015-04-17,62882090,82.0,Released,Unfriended,5.5,Shelley Hennig Moses Jacob Storm Renee Olstead William Peltz Jacob Wysocki,Levan Gabriadze
4337,1300000,Crime Drama,103,en,Taxi Driver,58.845025,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Italo/Judeo Productions"", ""id"": 46059}, {""name"": ""Bill/Phillips"", ""id"": 46060}]",1976-02-07,28262574,114.0,Released,Taxi Driver,8.0,Robert De Niro Cybill Shepherd Harvey Keitel Jodie Foster Peter Boyle,Martin Scorsese
4338,1000000,Drama Horror,11298,en,The Howling,6.5328550000000005,"[{""name"": ""AVCO Embassy Pictures"", ""id"": 494}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""Wescom Productions"", ""id"": 10312}]",1981-04-03,17985893,91.0,Released,The Howling,6.4,Patrick Macnee Dennis Dugan Christopher Stone Belinda Balaski Kevin McCarthy,Joe Dante
4339,950000,Adventure Action Thriller,646,en,Dr. No,48.901542,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]",1962-10-04,59600000,110.0,Released,Dr. No,6.9,Sean Connery Ursula Andress Joseph Wiseman Jack Lord Bernard Lee,Terence Young
4341,1000000,Horror,9003,en,Hellraiser,22.583834,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Cinemarque Entertainment BV"", ""id"": 15338}, {""name"": ""Film Futures"", ""id"": 15339}, {""name"": ""Rivdel Films"", ""id"": 15340}]",1987-09-11,14564027,94.0,Released,Hellraiser,6.9,Andrew Robinson Clare Higgins Ashley Laurence Sean Chapman Oliver Smith,Clive Barker
4342,5000000,Drama,347126,en,God's Not Dead 2,6.96858,"[{""name"": ""Pure Flix Productions"", ""id"": 79986}]",2016-04-01,23507567,121.0,Released,God's Not Dead 2,5.7,Hayley Orrantia Melissa Joan Hart Jesse Metcalfe David A.R. White Ray Wise,Harold Cronk
4343,1000000,Horror Thriller,10092,en,Cry_Wolf,6.926926,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2005-09-16,10047674,90.0,Released,Cry_Wolf,5.6,Julian Morris Lindy Booth Jared Padalecki Jon Bon Jovi Sandra McCoy,Jeff Wadlow
4344,1000000,Adventure Horror Action Science Fiction,10643,ja,Gojira ni-sen mireniamu,3.322721,"[{""name"": ""Toho Film (Eiga) Co. Ltd."", ""id"": 622}]",1999-12-11,10037390,107.0,Released,Godzilla 2000,5.9,Takehiro Murata Naomi Nishida Mayu Suzuki Hiroshi Abe Shir\u00f4 Sano,Takao Okawara
4345,3500000,Drama Romance,46705,en,Blue Valentine,26.881611,"[{""name"": ""Hunting Lane Films"", ""id"": 2290}, {""name"": ""Silverwood Films"", ""id"": 2293}, {""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}, {""name"": ""Chrysler Corporation"", ""id"": 11335}, {""name"": ""Shade Pictures"", ""id"": 11336}, {""name"": ""Motel Movies"", ""id"": 11337}, {""name"": ""Cottage Industries"", ""id"": 11338}]",2010-12-27,16566240,112.0,Released,Blue Valentine,6.9,Ryan Gosling Michelle Williams Mike Vogel John Doman Faith Wladyka,Derek Cianfrance
4346,1000000,Drama,546,en,Transamerica,9.773398,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""The Weinstein Company"", ""id"": 308}]",2005-12-23,13350369,103.0,Released,Transamerica,6.9,Felicity Huffman Kevin Zegers Elizabeth Pe\u00f1a Danny Burstein Maurice Orozco,Duncan Tucker
4347,1000000,Thriller Horror,76487,en,The Devil Inside,13.152822,"[{""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Prototype"", ""id"": 24048}]",2012-01-06,101758490,83.0,Released,The Devil Inside,4.6,Fernanda Andrade Simon Quarterman Evan Helmuth Ionut Grama Suzan Crowley,William Brent Bell
4348,2090000,Comedy Drama Thriller,5722,en,Beyond the Valley of the Dolls,4.289003,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1970-07-17,40000000,109.0,Released,Beyond the Valley of the Dolls,6.6,Dolly Read Cynthia Myers Marcia McBroom John Lazar Michael Blodgett,Russ Meyer
4349,1000000,Drama Action Western Music Romance,39833,en,Love Me Tender,1.444258,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1956-11-15,9000000,89.0,Released,Love Me Tender,5.5,Richard Egan Debra Paget Elvis Presley Robert Middleton William Campbell,Robert D. Webb
4350,1000000,Documentary,1781,en,An Inconvenient Truth,14.139004000000002,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Paramount Classics"", ""id"": 2315}, {""name"": ""Participant Media"", ""id"": 6735}]",2006-01-24,46243000,100.0,Released,An Inconvenient Truth,6.7,Al Gore Billy West Ronald Reagan George W. Bush George H. W. Bush,Davis Guggenheim
4351,1000000,Action Drama History War,18712,en,Sands of Iwo Jima,3.851,"[{""name"": ""Republic Pictures (I)"", ""id"": 14317}]",1949-12-14,7800000,100.0,Released,Sands of Iwo Jima,6.2,John Wayne John Agar Adele Mara Forrest Tucker Wally Cassell,Allan Dwan
4353,5000000,Action Adventure Horror Thriller,171424,en,The Green Inferno,17.845160999999994,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Dragonfly Entertainment"", ""id"": 18142}, {""name"": ""Sobras International Pictures"", ""id"": 55497}, {""name"": ""Top Hat Releasing"", ""id"": 73624}, {""name"": ""BH Tilt"", ""id"": 73625}]",2014-09-04,6833445,100.0,Released,The Green Inferno,5.0,Lorenza Izzo Ariel Levy Sky Ferreira Nicolas Martinez Kirby Bliss Blanton,Eli Roth
4355,1000000,Drama Romance Comedy,113947,en,The Sessions,9.115486,"[{""name"": ""Rhino Films"", ""id"": 1591}, {""name"": ""Such Much Films"", ""id"": 13195}]",2012-05-02,9138338,98.0,Released,The Sessions,6.6,John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks,Ben Lewin
4363,1000000,Documentary Music,159014,en,20 Feet from Stardom,5.247955999999999,"[{""name"": ""Tremolo Productions"", ""id"": 58637}]",2013-06-14,0,89.0,Released,20 Feet from Stardom,7.4,Bette Midler Mick Jagger Sting Sheryl Crow Bruce Springsteen,Morgan Neville
4364,1000000,Drama Romance,32456,en,Two Girls and a Guy,4.86805,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",1997-09-07,2057193,84.0,Released,Two Girls and a Guy,5.4,Robert Downey Jr. Natasha Gregson Wagner Heather Graham Angel David Frederique van der Wal,James Toback
4366,1000000,Documentary,13508,en,Who Killed the Electric Car?,5.3231839999999995,"[{""name"": ""Electric Entertainment"", ""id"": 3241}, {""name"": ""Plinyminor"", ""id"": 4925}, {""name"": ""Papercut Films"", ""id"": 8746}]",2006-08-04,1678874,92.0,Released,Who Killed the Electric Car?,7.2,Martin Sheen Mel Gibson Tom Hanks,Chris Paine
